OT_ID	Gene.Ontology.IDs
jg6443.t1	GO:0002080,GO:0002081,GO:0005879,GO:0015630,GO:0030317,GO:0036126,GO:0060271,GO:0060294,GO:0060378
jg6202.t1	GO:0003676,GO:0003887,GO:0005737,GO:0008270,GO:0015074,GO:0019899,GO:0042575
jg6200.t1	GO:0000226,GO:0005524,GO:0005929,GO:0015631,GO:0036211,GO:0046872,GO:0070740
jg6145.t1	GO:0002814,GO:0005576,GO:0008270,GO:0008745,GO:0009253,GO:0042834,GO:0045087,GO:0061060,GO:0160032
jg6145.t2	GO:0002814,GO:0005576,GO:0008270,GO:0008745,GO:0009253,GO:0042834,GO:0045087,GO:0061060,GO:0160032
jg5749.t1	GO:0000022,GO:0000212,GO:0001578,GO:0005524,GO:0005634,GO:0005813,GO:0005819,GO:0005829,GO:0007051,GO:0007052,GO:0007056,GO:0007059,GO:0007100,GO:0008017,GO:0008569,GO:0016787,GO:0031534,GO:0032837,GO:0032888,GO:0042803,GO:0051028,GO:0051301,GO:0072687,GO:0090306,GO:0090307,GO:1901673,GO:1990498
jg5236.t1	GO:0005576,GO:0005604,GO:0007435,GO:0007494,GO:0009887,GO:0009888,GO:0033627,GO:0034446,GO:0061031,GO:0070831,GO:0071711,GO:0085029
jg5236.t2	GO:0005576,GO:0005604,GO:0007435,GO:0007494,GO:0009887,GO:0009888,GO:0033627,GO:0034446,GO:0061031,GO:0070831,GO:0071711,GO:0085029
jg5236.t3	GO:0005576,GO:0005604,GO:0007435,GO:0007494,GO:0009887,GO:0009888,GO:0033627,GO:0034446,GO:0061031,GO:0070831,GO:0071711,GO:0085029
jg7003.t1	GO:0003333,GO:0005886,GO:0006865,GO:0015171,GO:0015175,GO:0015184,GO:0015297,GO:0015804,GO:0015811,GO:0016324,GO:0031526,GO:0042605,GO:0046982,GO:0180009
jg5459.t1	GO:0000124,GO:0003713,GO:0005634,GO:0005669,GO:0006366,GO:0006367,GO:0008134,GO:0030707,GO:0046982,GO:0051123
jg7365.t1	GO:0004364
jg7399.t1	GO:0000122,GO:0000390,GO:0003723,GO:0005634,GO:0005681,GO:0005737
jg6609.t1	GO:0000428,GO:0001216,GO:0003677,GO:0006352,GO:0016779,GO:0016987
jg5687.t1	GO:0000724,GO:0003678,GO:0003690,GO:0005524,GO:0008408,GO:0016853,GO:0016887
jg6218.t1	GO:0000423,GO:0005764,GO:0005765,GO:0005783,GO:0005789,GO:0005802,GO:0005829,GO:0005886,GO:0007165,GO:0008104,GO:0016020,GO:0016197,GO:0019901,GO:0031410,GO:0034497,GO:0051018,GO:1990830
jg6218.t2	GO:0004471,GO:0008948,GO:0046872,GO:0051287
jg6808.t1	GO:0000064,GO:0005737,GO:0005794,GO:0005886,GO:0015189,GO:0031410,GO:0061459,GO:0097638,GO:0097639,GO:1903352
jg7338.t1	GO:0005634,GO:0005654,GO:0005680,GO:0005737,GO:0005813,GO:0005819,GO:0007091,GO:0016567,GO:0019903,GO:0031145,GO:0051301,GO:0070979,GO:0072686
jg7320.t1	GO:0005802,GO:0032367,GO:0055037
jg7132.t1	GO:0004252,GO:0005576,GO:0006508,GO:0030574
jg7236.t1	GO:0005615,GO:0007623,GO:0010841,GO:0032504
jg6022.t1	GO:0000976,GO:0000981,GO:0005634,GO:0005667,GO:0006357
jg5553.t1	GO:0006744,GO:0031314
jg5351.t1	GO:0001934,GO:0003847,GO:0004622,GO:0005516,GO:0005615,GO:0005739,GO:0005886,GO:0006935,GO:0007204,GO:0007613,GO:0014832,GO:0015630,GO:0016290,GO:0016607,GO:0017171,GO:0019731,GO:0019901,GO:0031143,GO:0032049,GO:0034638,GO:0034976,GO:0035774,GO:0035965,GO:0042311,GO:0042802,GO:0043008,GO:0045921,GO:0046338,GO:0046469,GO:0046473,GO:0047499,GO:0051967,GO:0090037,GO:0090200,GO:0090238,GO:0102545,GO:0102991,GO:2000304
jg7024.t1	GO:0000139,GO:0001745,GO:0005737,GO:0005783,GO:0005794,GO:0005795,GO:0005797,GO:0006486,GO:0007293,GO:0007450,GO:0007476,GO:0007480,GO:0008587,GO:0008593,GO:0030707,GO:0033829,GO:0035017,GO:0036011,GO:0036099,GO:0043393,GO:0045746,GO:0045747,GO:0046872,GO:0048100,GO:0048190,GO:0048749
jg7024.t2	GO:0000139,GO:0001745,GO:0005737,GO:0005783,GO:0005794,GO:0005795,GO:0005797,GO:0006486,GO:0007293,GO:0007450,GO:0007476,GO:0007480,GO:0008587,GO:0008593,GO:0030707,GO:0033829,GO:0035017,GO:0036011,GO:0036099,GO:0043393,GO:0045746,GO:0045747,GO:0046872,GO:0048100,GO:0048190,GO:0048749
jg6181.t1	GO:0003677,GO:0005634,GO:0009272,GO:0030428,GO:0030674,GO:0032153,GO:0070880,GO:0071555,GO:0097708,GO:0140278
jg5737.t1	GO:0031012,GO:0042302
jg5615.t1	GO:0000086,GO:0000308,GO:0004693,GO:0005524,GO:0005634,GO:0005886,GO:0016055,GO:0016310,GO:0051301,GO:0060828,GO:0106310
jg6334.t1	GO:0000139,GO:0005975,GO:0047186
jg6165.t1	GO:0004252,GO:0005615,GO:0006508,GO:0007586,GO:0046872
jg5300.t1	GO:0004176,GO:0004222,GO:0005524,GO:0005739,GO:0005743,GO:0005745,GO:0005757,GO:0007005,GO:0007155,GO:0008089,GO:0008270,GO:0016887,GO:0030155,GO:0034982,GO:0046902,GO:1902686,GO:1904115
jg7136.t1	GO:0004252,GO:0005576,GO:0006508,GO:0030574
jg7163.t1	GO:0002027,GO:0005184,GO:0005576,GO:0006811,GO:0007218,GO:0043271,GO:0045969
jg6742.t1	GO:0005509,GO:0045938,GO:1902848
jg7152.t1	GO:0005506,GO:0005789,GO:0010430,GO:0020037,GO:0102033
jg6993.t1	GO:0005096,GO:0005737,GO:0005829,GO:0007264,GO:0007266,GO:0010008,GO:0016197,GO:0017124,GO:0031267,GO:0033572,GO:0045296,GO:0048471,GO:0051056,GO:0070062,GO:2001136
jg6531.t1	GO:0001947,GO:0003007,GO:0004407,GO:0005634,GO:0005737,GO:0007507,GO:0032259,GO:0042800,GO:0042826,GO:0046872,GO:0061371
jg6306.t1	GO:0000902,GO:0003383,GO:0003779,GO:0005856,GO:0005874,GO:0005886,GO:0005911,GO:0005912,GO:0005923,GO:0007015,GO:0016324,GO:0016477,GO:0019900,GO:0030036,GO:0030864,GO:0030950,GO:0031032,GO:0032438,GO:0042249,GO:0042803,GO:0043296,GO:0048598,GO:0051015,GO:0071896,GO:0090251
jg6306.t2	GO:0000902,GO:0003383,GO:0003779,GO:0005856,GO:0005874,GO:0005886,GO:0005911,GO:0005912,GO:0005923,GO:0007015,GO:0016324,GO:0016477,GO:0019900,GO:0030036,GO:0030864,GO:0030950,GO:0031032,GO:0032438,GO:0042249,GO:0042803,GO:0043296,GO:0048598,GO:0051015,GO:0071896,GO:0090251
jg6745.t1	GO:0004364
jg5433.t1	GO:0001701,GO:0001726,GO:0004435,GO:0004629,GO:0005085,GO:0005158,GO:0005168,GO:0005509,GO:0005737,GO:0005829,GO:0005886,GO:0005911,GO:0006816,GO:0007173,GO:0008180,GO:0010243,GO:0010634,GO:0016477,GO:0019722,GO:0019901,GO:0030027,GO:0030136,GO:0030971,GO:0031161,GO:0032587,GO:0032957,GO:0032959,GO:0035254,GO:0042995,GO:0043536,GO:0045766,GO:0046488,GO:0048015,GO:0050429,GO:0050804,GO:0050852,GO:0051209,GO:0051219,GO:0051281,GO:0071364,GO:0098685,GO:0098978,GO:1904643,GO:1905564,GO:2000353
jg7174.t1	GO:0002028,GO:0005769,GO:0005886,GO:0005903,GO:0006814,GO:0006885,GO:0006898,GO:0015385,GO:0015386,GO:0016324,GO:0030165,GO:0031526,GO:0031901,GO:0031982,GO:0035091,GO:0042802,GO:0051453,GO:0055038,GO:0070062,GO:0071805,GO:0098719
jg7174.t2	GO:0005769,GO:0005886,GO:0005903,GO:0006811,GO:0009986,GO:0015385,GO:0015386,GO:0016324,GO:0030165,GO:0031526,GO:0031901,GO:0035091,GO:0042802,GO:0051453,GO:0055038,GO:0070062,GO:0071805,GO:0098719
jg5719.t1	GO:0004465,GO:0004620,GO:0004806,GO:0005615,GO:0005769,GO:0005794,GO:0006633,GO:0007584,GO:0008201,GO:0008970,GO:0009986,GO:0010983,GO:0019433,GO:0032376,GO:0034375,GO:0042632,GO:0043691,GO:0050746,GO:0052739,GO:0052740,GO:0055091
jg7357.t1	GO:0005652,GO:0006997,GO:0016363
jg7341.t1	GO:0001147,GO:0003723,GO:0003729,GO:0005524,GO:0005634,GO:0005657,GO:0005730,GO:0005737,GO:0006283,GO:0006353,GO:0006357,GO:0006364,GO:0006369,GO:0008033,GO:0016180,GO:0016604,GO:0016787,GO:0019904,GO:0030490,GO:0031124,GO:0031126,GO:0032040,GO:0033678,GO:0035649,GO:0043139,GO:0045005,GO:0045454,GO:0060257
jg7341.t2	GO:0001147,GO:0003723,GO:0003729,GO:0005524,GO:0005634,GO:0005657,GO:0005730,GO:0005737,GO:0006283,GO:0006353,GO:0006357,GO:0006364,GO:0006369,GO:0008033,GO:0016180,GO:0016604,GO:0016787,GO:0019904,GO:0030490,GO:0031124,GO:0031126,GO:0032040,GO:0033678,GO:0035649,GO:0043139,GO:0045005,GO:0045454,GO:0060257
jg6416.t1	GO:0016787,GO:0043174,GO:0101030
jg6640.t1	GO:0004252,GO:0005758,GO:0005829,GO:0006508,GO:0006915,GO:0007005,GO:0007283,GO:0016006,GO:0031966,GO:0035234,GO:0043065,GO:2001056
jg7321.t1	GO:0005524,GO:0006412,GO:0050566,GO:0050567
jg5908.t1	GO:0005044,GO:0005737,GO:0005886,GO:0005901,GO:0008289,GO:0030169,GO:0033344,GO:0034381,GO:0043654,GO:0070508
jg7243.t1	GO:0005769,GO:0005886,GO:0015095,GO:0015693
jg6357.t1	GO:0051607
jg7186.t1	GO:0005085,GO:0005765,GO:0005770,GO:0008104,GO:0019209,GO:0031902,GO:0032008,GO:0038202,GO:0043410,GO:0060090,GO:0071230,GO:0071986,GO:1902414,GO:1904263,GO:1990877
jg6982.t1	GO:0005576
jg5968.t1	GO:0000049,GO:0002161,GO:0004822,GO:0005524,GO:0005759,GO:0006428
jg7277.t1	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0006915,GO:0016310,GO:0035329,GO:0035556,GO:0043408,GO:0046872,GO:0051262,GO:0106310
jg6690.t1	GO:0000122,GO:0003723,GO:0003729,GO:0005634,GO:0005694,GO:0008023,GO:0017053,GO:0032021,GO:0032785,GO:0034244,GO:0045944
jg5622.t1	GO:0000139,GO:0005654,GO:0005794,GO:0005813,GO:0005819,GO:0007098,GO:0030496,GO:0043231,GO:0051301,GO:0072686
jg5699.t1	GO:0005635,GO:0005637,GO:0031965,GO:0034506,GO:0034992,GO:0044732,GO:0071765
jg6467.t1	
jg6302.t1	GO:0003729,GO:0005634,GO:0005654,GO:0006397,GO:0008380,GO:0043484,GO:1990904
jg6987.t1	GO:0000151,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0034657,GO:0043161,GO:0043231
jg6987.t2	GO:0000151,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0034657,GO:0043161,GO:0043231
jg5580.t1	GO:0005635,GO:0005643,GO:0005654,GO:0005829,GO:0006606,GO:0016020,GO:0030695,GO:0031267,GO:0042393,GO:0045087,GO:0045668,GO:0045736,GO:0046332,GO:1900182,GO:1901331
jg6920.t1	GO:0005634,GO:0005829,GO:0008430,GO:0015031,GO:0016020,GO:0018549
jg6651.t1	GO:0000139,GO:0005783,GO:0005829,GO:0006888,GO:0015031,GO:0016020,GO:0032991,GO:0042147
jg6944.t1	GO:0001654,GO:0001822,GO:0001886,GO:0001889,GO:0002080,GO:0002081,GO:0002177,GO:0003341,GO:0005737,GO:0005802,GO:0005813,GO:0005814,GO:0005829,GO:0005929,GO:0005930,GO:0007219,GO:0007224,GO:0007288,GO:0007290,GO:0007368,GO:0007399,GO:0007420,GO:0007507,GO:0008104,GO:0008544,GO:0009887,GO:0009952,GO:0009953,GO:0010839,GO:0019894,GO:0021513,GO:0021537,GO:0030324,GO:0030900,GO:0030992,GO:0031016,GO:0031122,GO:0031514,GO:0032391,GO:0034405,GO:0035720,GO:0036064,GO:0036126,GO:0036334,GO:0042073,GO:0042487,GO:0042733,GO:0043568,GO:0043616,GO:0045598,GO:0045724,GO:0048853,GO:0050680,GO:0055007,GO:0060091,GO:0060122,GO:0060173,GO:0060259,GO:0060271,GO:0060411,GO:0060426,GO:0060914,GO:0061351,GO:0070613,GO:0090102,GO:0097541,GO:0097542,GO:0097546,GO:0097730,GO:1902017,GO:1903929,GO:1905515,GO:2000785
jg5304.t1	GO:0000022,GO:0000122,GO:0000775,GO:0000791,GO:0005634,GO:0005635,GO:0005643,GO:0005652,GO:0005654,GO:0005730,GO:0005737,GO:0005819,GO:0006325,GO:0006338,GO:0006355,GO:0006406,GO:0006606,GO:0007094,GO:0007346,GO:0007549,GO:0009408,GO:0010965,GO:0016363,GO:0017056,GO:0030496,GO:0031490,GO:0031965,GO:0034399,GO:0034976,GO:0035035,GO:0042405,GO:0043021,GO:0045840,GO:0045944,GO:0048133,GO:0051225,GO:0051233,GO:0051781,GO:0060236,GO:0060250,GO:0070090,GO:0072686,GO:0090235,GO:0090267,GO:0090316,GO:1901673,GO:1990047
jg7293.t1	GO:0003723,GO:0003735,GO:0006412,GO:0022626,GO:0043524,GO:1990904
jg6604.t1	
jg7067.t1	GO:0001708,GO:0003876,GO:0005524,GO:0005737,GO:0005829,GO:0006188,GO:0009167,GO:0030435,GO:0032264,GO:0046033,GO:0046872
jg7279.t1	GO:0000209,GO:0004842,GO:0005524,GO:0005634,GO:0031625,GO:0043161,GO:0061059,GO:0061631,GO:0070628
jg5882.t1	GO:0004842,GO:0005737,GO:0007219,GO:0008270,GO:0016567,GO:0034451
jg7028.t1	GO:0004842,GO:0005741,GO:0005777,GO:0006996,GO:0008270,GO:0016567,GO:0061630,GO:0090141
jg7330.t1	GO:0004360,GO:0005829,GO:0006002,GO:0006047,GO:0006048,GO:0006112,GO:0006487,GO:0006541,GO:0097367,GO:1990830
jg6460.t1	GO:0002009,GO:0004064,GO:0004089,GO:0005615,GO:0005737,GO:0005829,GO:0005886,GO:0005902,GO:0006730,GO:0006885,GO:0008270,GO:0015670,GO:0016323,GO:0018820,GO:0030424,GO:0032230,GO:0032849,GO:0038166,GO:0043209,GO:0044070,GO:0045177,GO:0045672,GO:0045780,GO:0046903,GO:0051453,GO:0070050,GO:2001150,GO:2001225
jg5428.t1	GO:0000302,GO:0005615,GO:0005783,GO:0006006,GO:0006629,GO:0006869,GO:0007420,GO:0010642,GO:0014012,GO:0015485,GO:0022626,GO:0030425,GO:0042246,GO:0042308,GO:0043025,GO:0048471,GO:0048662,GO:0048678,GO:0051895,GO:0060588,GO:0071638,GO:1900016,GO:2000098,GO:2000405
jg6256.t1	GO:0016020,GO:0019031,GO:0020002,GO:0039654,GO:0046718,GO:0055036
jg6256.t2	GO:0016020,GO:0019031,GO:0020002,GO:0039654,GO:0046718,GO:0055036
jg6832.t1	GO:0004837,GO:0005737,GO:0006520,GO:0006589,GO:0016831,GO:0030170,GO:0030424,GO:0043025,GO:0043204
jg5362.t1	GO:0005509,GO:0005576,GO:0030154,GO:0030510
jg5868.t1	GO:0000226,GO:0001578,GO:0005737,GO:0005856,GO:0008582,GO:0015631,GO:0030424,GO:0031594,GO:0032273,GO:0043025,GO:0046785,GO:0048680,GO:0098793
jg5643.t1	
jg5920.t1	GO:0001709,GO:0005615,GO:0005886,GO:0007156,GO:0007409,GO:0007411,GO:0007417,GO:0007420,GO:0009953,GO:0009986,GO:0030424,GO:0042803,GO:0045202,GO:0048704,GO:0070593,GO:0098632
jg6316.t1	GO:0003735,GO:0005737,GO:0005840,GO:0006412,GO:0019843,GO:1990904
jg6800.t1	GO:0005654,GO:0005886,GO:0006814,GO:0015129,GO:0015293,GO:0016324,GO:0140161
jg6314.t1	GO:0003676,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0006508,GO:0015074,GO:0042575
jg5814.t1	GO:0006260,GO:0039686,GO:0042025
jg5993.t1	GO:0005829,GO:0016567,GO:0019005,GO:0031146
jg7173.t1	GO:0003779,GO:0005634,GO:0016567,GO:0019005
jg6744.t1	GO:0004674,GO:0005524,GO:0005634,GO:0007507,GO:0016310,GO:0055013,GO:0106310
jg5253.t1	GO:0000287,GO:0001568,GO:0001934,GO:0001956,GO:0003677,GO:0005516,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0005905,GO:0006473,GO:0006670,GO:0006954,GO:0007420,GO:0008021,GO:0008283,GO:0008284,GO:0008289,GO:0008481,GO:0010800,GO:0010803,GO:0010976,GO:0016020,GO:0016310,GO:0016407,GO:0017050,GO:0019371,GO:0019722,GO:0030100,GO:0030139,GO:0030307,GO:0030335,GO:0030424,GO:0031398,GO:0031901,GO:0032651,GO:0032740,GO:0034612,GO:0035924,GO:0038036,GO:0043066,GO:0043231,GO:0045766,GO:0045840,GO:0045931,GO:0045987,GO:0046512,GO:0048146,GO:0050764,GO:0051092,GO:0051721,GO:0070301,GO:0071363,GO:0071897,GO:0090520,GO:0098793,GO:0150077,GO:1900060,GO:1900745,GO:1901224,GO:1903978,GO:1905364
jg6077.t1	GO:0000139,GO:0000978,GO:0001228,GO:0001817,GO:0005634,GO:0005654,GO:0005765,GO:0005794,GO:0005886,GO:0008270,GO:0009898,GO:0010935,GO:0032496,GO:0042802,GO:0043123,GO:0043231,GO:0045944,GO:0050699,GO:0071222,GO:0098559,GO:0098560,GO:0098574,GO:1901223
jg7459.t1	GO:0003723,GO:0003756,GO:0003954,GO:0005576,GO:0005886,GO:0007624,GO:0009897
jg5791.t1	GO:0004364,GO:0004734,GO:0005737,GO:0006726,GO:0006728,GO:0006749,GO:0042803,GO:0045174
jg7419.t1	GO:0002230,GO:0003723,GO:0003730,GO:0004386,GO:0004525,GO:0004530,GO:0005524,GO:0005634,GO:0005737,GO:0006309,GO:0007626,GO:0008186,GO:0009047,GO:0009597,GO:0016442,GO:0016443,GO:0016887,GO:0030422,GO:0031507,GO:0033227,GO:0035194,GO:0035197,GO:0036464,GO:0045089,GO:0045752,GO:0048471,GO:0051607,GO:0070578,GO:0070922,GO:0098586,GO:0098795
jg6813.t1	GO:0005096,GO:0007266,GO:0007416,GO:0016477,GO:0030030,GO:0031594,GO:0042995,GO:0045467,GO:0046578,GO:0048786,GO:0048789,GO:0048790,GO:0048846,GO:0090630,GO:0097060,GO:0097479,GO:0098831,GO:1990709
jg6813.t2	GO:0005096,GO:0007266,GO:0007416,GO:0016477,GO:0030030,GO:0031594,GO:0042995,GO:0045467,GO:0046578,GO:0048786,GO:0048789,GO:0048790,GO:0048846,GO:0090630,GO:0097060,GO:0097479,GO:0098831,GO:1990709
jg5914.t1	GO:0002250,GO:0004715,GO:0005524,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0007229,GO:0008289,GO:0010543,GO:0016310,GO:0035556,GO:0042246,GO:0043621,GO:0046872,GO:0050852,GO:0050853
jg7325.t1	GO:0005634,GO:0030174,GO:0031490,GO:0071163
jg6627.t1	GO:0005886,GO:0010008,GO:0030659,GO:0030672,GO:0031901,GO:0032584,GO:0032590,GO:0033116,GO:0055038
jg5855.t1	GO:0000226,GO:0001578,GO:0005737,GO:0005856,GO:0008582,GO:0015631,GO:0030424,GO:0031594,GO:0032273,GO:0043025,GO:0046785,GO:0048680,GO:0098793
jg6887.t1	GO:0004713,GO:0005524,GO:0016032,GO:0016310
jg6268.t1	GO:0016853,GO:0016874,GO:0019752,GO:0031177,GO:0043604,GO:0044550,GO:1901566
jg6170.t1	GO:0031966,GO:0033615
jg6600.t1	GO:0005742,GO:0016031,GO:0030150,GO:0030943
jg6775.t1	GO:0042302
jg5552.t1	GO:0000795,GO:0001825,GO:0007131,GO:0007286,GO:0016567,GO:0042802,GO:0046872,GO:0051026,GO:0061630
jg5987.t1	GO:0000139
jg6983.t1	GO:0003777,GO:0005524,GO:0005634,GO:0005737,GO:0005814,GO:0007018,GO:0008017,GO:0008289,GO:0051225
jg5866.t1	GO:0003723,GO:0005654,GO:0005730,GO:0005829,GO:0019899,GO:0032040,GO:0042274
jg5427.t1	GO:0000281,GO:0005200,GO:0005764,GO:0005886,GO:0007009,GO:0007165,GO:0007409,GO:0007411,GO:0007528,GO:0008089,GO:0008092,GO:0009925,GO:0009986,GO:0010628,GO:0010650,GO:0010765,GO:0010960,GO:0014704,GO:0014731,GO:0016020,GO:0016323,GO:0016328,GO:0016529,GO:0019228,GO:0030018,GO:0030315,GO:0030424,GO:0030425,GO:0030507,GO:0030674,GO:0030951,GO:0031594,GO:0032507,GO:0033268,GO:0033270,GO:0034112,GO:0042383,GO:0043001,GO:0043034,GO:0043194,GO:0043266,GO:0044325,GO:0045162,GO:0045184,GO:0045202,GO:0045211,GO:0045296,GO:0045760,GO:0045806,GO:0045838,GO:0050808,GO:0061564,GO:0071286,GO:0071709,GO:0072659,GO:0072660,GO:0090314,GO:0099612,GO:0140031,GO:1900827,GO:1901224,GO:1902260,GO:1903533,GO:1904115,GO:2000651,GO:2001259
jg7076.t1	GO:0005509,GO:0005634,GO:0005737,GO:0005886,GO:0030234
jg5361.t1	GO:0002058,GO:0005506,GO:0005737,GO:0005829,GO:0006145,GO:0006208,GO:0006210,GO:0006212,GO:0006214,GO:0006248,GO:0006249,GO:0007584,GO:0007623,GO:0009410,GO:0014070,GO:0017113,GO:0019483,GO:0019860,GO:0042802,GO:0042803,GO:0046050,GO:0046074,GO:0046079,GO:0050661,GO:0051539,GO:0071949
jg5574.t1	GO:0005737,GO:0005777,GO:0006533,GO:0008445,GO:0019478,GO:0071949
jg6083.t1	GO:0005737,GO:0008344,GO:0032225,GO:0045938,GO:0048512,GO:0050804
jg5490.t1	GO:0000122,GO:0000785,GO:0000791,GO:0000792,GO:0004842,GO:0005634,GO:0005657,GO:0006281,GO:0006511,GO:0007049,GO:0008270,GO:0016567,GO:0031507,GO:0035064,GO:0042393,GO:0044027,GO:0044729,GO:0061630
jg6949.t1	GO:0004618,GO:0005524,GO:0005737,GO:0006096,GO:0016310
jg6229.t1	GO:0004984,GO:0005549,GO:0005886,GO:0007165,GO:0007608,GO:0016020,GO:0032590,GO:0050911
jg6019.t1	GO:0003382,GO:0016323,GO:0030277
jg7077.t1	GO:0005769,GO:0005886,GO:0015095,GO:0015693,GO:0016020
jg5501.t1	GO:0042302
jg7021.t1	GO:0004046,GO:0005737,GO:0006520,GO:0042802,GO:0046872,GO:0070062
jg7098.t1	GO:0005788,GO:0008379,GO:0008430,GO:0016491,GO:0035092,GO:0051084
jg6217.t1	GO:0005524,GO:0005737,GO:0008340,GO:0016887,GO:0031072,GO:0042026,GO:0042594,GO:0044183,GO:0051085,GO:0140662
jg5414.t1	GO:0001508,GO:0005471,GO:0005739,GO:0005743,GO:0006839,GO:0007268,GO:0008340,GO:0010507,GO:0034599,GO:0040011,GO:0045202,GO:0046716,GO:0048477,GO:0048489,GO:0051124,GO:0051480,GO:0051560,GO:0051900,GO:0070050,GO:0140021,GO:1901029,GO:1990544,GO:2001171
jg5376.t1	GO:0006064,GO:0008927
jg6320.t1	GO:0008137,GO:0009535,GO:0042773,GO:0048038
jg5810.t1	GO:0003777,GO:0005524,GO:0005871,GO:0005874,GO:0007018,GO:0008017,GO:0009507,GO:0016887,GO:0046872
jg5810.t2	GO:0005634,GO:0005737,GO:0016020
jg5314.t1	GO:0018216,GO:0035243
jg5653.t1	GO:0005634,GO:0006298,GO:0006401,GO:0032299
jg5653.t2	GO:0005634,GO:0006298,GO:0006401,GO:0032299
jg7406.t1	GO:0000139,GO:0005509,GO:0005783,GO:0005789,GO:0005794,GO:0005811,GO:0008654,GO:0030258,GO:0042171,GO:0047184,GO:0071617
jg7406.t2	GO:0000139,GO:0005509,GO:0005783,GO:0005789,GO:0005794,GO:0005811,GO:0008654,GO:0030258,GO:0042171,GO:0047184,GO:0071617
jg7352.t1	GO:0003743,GO:0003924,GO:0005525,GO:0005737
jg7253.t1	GO:0000209,GO:0004842,GO:0046872,GO:0061630,GO:0097191
jg6014.t1	GO:0005789,GO:0005886,GO:0006874,GO:0033149,GO:0036498,GO:0061817,GO:0090158
jg6473.t1	GO:0005576
jg7018.t1	GO:0000139,GO:0005254,GO:0005783,GO:0005789,GO:0016020,GO:0031965,GO:0034707,GO:0043231,GO:0044233
jg6025.t1	GO:0000151,GO:0000209,GO:0004842,GO:0005634,GO:0005654,GO:0005737,GO:0006511,GO:0008270,GO:0015030,GO:0016567,GO:0016604,GO:0019005,GO:0031462,GO:0031463,GO:0031464,GO:0031624,GO:0031625,GO:0032436,GO:0061630,GO:0097413
jg6738.t1	GO:0000243,GO:0000387,GO:0000398,GO:0003723,GO:0005634,GO:0005681,GO:0005682,GO:0005684,GO:0005685,GO:0005686,GO:0005687,GO:0005689,GO:0005737,GO:0005829,GO:0034709,GO:0034715,GO:0034719,GO:0046540,GO:0071005,GO:0071007,GO:0071011,GO:0071013,GO:0097526,GO:1990446
jg5886.t1	GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0006310,GO:0006508,GO:0015074,GO:0030430,GO:0042025,GO:0044423,GO:0044826,GO:0046718,GO:0046872,GO:0075713,GO:0075732
jg5354.t1	GO:0003677,GO:0005634,GO:0005737,GO:0005829,GO:0006915,GO:0008201,GO:0008285,GO:0010628,GO:0010698,GO:0043065,GO:0048487,GO:0071560,GO:0090200,GO:1903638,GO:1903645
jg5353.t1	GO:0003756,GO:0005789
jg6440.t1	GO:0004715,GO:0005102,GO:0005524,GO:0005829,GO:0005886,GO:0007169,GO:0007293,GO:0007300,GO:0007301,GO:0007349,GO:0007411,GO:0007424,GO:0007435,GO:0007616,GO:0008064,GO:0008302,GO:0008335,GO:0016319,GO:0018108,GO:0030036,GO:0030046,GO:0030154,GO:0030708,GO:0030717,GO:0030723,GO:0031234,GO:0034332,GO:0035332,GO:0036058,GO:0045087,GO:0045172,GO:0045742,GO:0045743,GO:0045874,GO:0045886,GO:0048167,GO:0048477,GO:0090136,GO:0120176
jg6572.t1	GO:0000166,GO:0000724,GO:0000731,GO:0003677,GO:0003887,GO:0005634,GO:0016035,GO:0019985,GO:0043150,GO:0046872,GO:0051536,GO:0071897
jg6437.t1	GO:0003693,GO:0004803,GO:0006313,GO:0015074,GO:0016740,GO:0046872
jg7294.t1	GO:0000723,GO:0000724,GO:0000781,GO:0003684,GO:0005654,GO:0006302,GO:0007095,GO:0030870,GO:0032508,GO:0042405,GO:0048145,GO:0051321,GO:0140297
jg6078.t1	GO:0000139,GO:0000978,GO:0001228,GO:0001817,GO:0005634,GO:0005654,GO:0005765,GO:0005794,GO:0005886,GO:0008270,GO:0009898,GO:0010935,GO:0032496,GO:0042802,GO:0043123,GO:0043231,GO:0045944,GO:0050699,GO:0071222,GO:0098559,GO:0098560,GO:0098574,GO:1901223
jg6863.t1	GO:0001734,GO:0003723,GO:0005634,GO:0005737,GO:0006402,GO:0006556,GO:0010608,GO:0030629,GO:0035613,GO:0048024,GO:0052907,GO:0061157,GO:0070475,GO:0080009,GO:0120048,GO:0120049
jg6111.t1	
jg5228.t1	GO:0008171,GO:0008757,GO:0009611,GO:0009809,GO:0017096,GO:0019438,GO:0030187,GO:0030744,GO:0032259,GO:0046983,GO:0047763,GO:0051555,GO:0102146,GO:1901141
jg5629.t1	GO:0000978,GO:0006325,GO:0006357,GO:0016589,GO:0035064,GO:0045944,GO:0046872
